texto,categoria,urgencia
Mi empleador me pide un documento de los trámites de matrícula para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"Exijo que me devuelvan mi plata por la app móvil, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
Llevo 1 semanas intentando entender el procedimiento para devoluciones. He revisado la página pero la información está desactualizada.,Petición,Media
"El servicio fue muy malo, el funcionario ni siquiera me esccuchó.",Queja,Media
Me citaron a las 8am para la renovación de documentos y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
Firmé un contrato que garantizaba ciertos estándares en la renovación de documentos. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Alta
"Fui a realizar la renovación de documentos y la funcionaria me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Alta
"Reclamo formalmente la prestación adecuada de el área de nómina según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Llevo 2 meses esperando solución a devoluciones.,Reclamo,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con los turnos de atención, requerida con carácter urgente.",Petición,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con certificados, requerida con carácter urgente.",Petición,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre los trámites de matrícula, conforme a los procedimientos establecidos.",Petición,Baja
Incumplimiento grave en los turnos de atención. Exijo respuesta.,Reclamo,Alta
"Deberían mejorar la comunicación sobre el proceso de inscripción, nadie sabe bien cómo funciona.",Sugerencia,Baja
Reclamo formal por trámites académicos. Adjunto pruebas.,Reclamo,Alta
"Estoy muy molesto con el área de nómina, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"Esto es un robo, me cobraron de más en el servicio técnico y llevan 5 semanas sin devolverme el dinero.",Reclamo,Alta
"Estoy muy molesto con la app móvil, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Baja
Pido información actualizada sobre el área de nómina.,Petición,Media
"El personal de atención al cliente me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el agente fue muy grosero.",Queja,Alta
"Buenas, quisiera saber si es posible conseguir un certificado de la línea de atención telefónica esta semana.",Petición,Baja
Los adultos mayores tienen muchas dificultades con la renovación de documentos. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Media
Necesito orientación sobre la línea de atención telefónica.,Petición,Baja
"Como usuario frecuente, noto que los trámites de matrícula genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Media
"Oigan, una sugerencia: pongan más personal para facturación en las horas pico, siempre hay filas enormes.",Sugerencia,Baja
Reclamo formal por el proceso de inscripción. Adjunto pruebas.,Reclamo,Alta
Sugiero que mejoren la pagina web porque es muy dificil de usar.,Sugerencia,Media
"Oigan, ¿dónde puedo hacer el trámite de los turnos de atención? La página no lo explica bien.",Petición,Media
"Francamente facturación está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Baja
"Fui a realizar los trámites de matrícula y el asesor me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
"Hago constar mi malestar ante la falta de respuesta oportuna en la carnetización, situación que se ha prolongado de manera injustificada.",Queja,Media
"Elevo queja formal por el trato inadecuado recibido en el sistema de citas, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
Llevo 3 meses reclamando por la renovación de documentos y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
Los adultos mayores tienen muchas dificultades con el sistema de pagos. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
La aplicación de la línea de atención telefónica lleva 1 días sin funcionar. He intentado contactar soporte 1 veces y nadie responde ni por correo ni por teléfono.,Queja,Baja
¿Cuándo me van a responder?,Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en la línea de atención telefónica, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
Llevo esperando semanas por la línea de atención telefónica.,Queja,Media
¿Cuándo me van a responder?,Petición,Baja
"Sugiero se contemple la posibilidad de digitalizar tiempos de entrega, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Media
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con la carnetización, requerida con carácter urgente.",Petición,Baja
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
Llevo 2 meses esperando solución a la plataforma web.,Reclamo,Alta
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con atención al cliente, requerida con carácter urgente.",Petición,Baja
La aplicación de certificados lleva 3 días sin funcionar. He intentado contactar soporte 3 veces y nadie responde ni por correo ni por teléfono.,Queja,Media
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre facturación, conforme a los procedimientos establecidos.",Petición,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de la app móvil para hacerlos más eficientes.",Sugerencia,Baja
¿Cómo accedo a trámites académicos?,Petición,Baja
"Deberían mejorar la comunicación sobre la app móvil, nadie sabe bien cómo funciona.",Sugerencia,Media
"Como usuario frecuente, noto que los trámites de matrícula genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Media
Propongo más capacitación del personal en los trámites de matrícula.,Sugerencia,Media
Llevo 2 meses esperando solución a la línea de atención telefónica.,Reclamo,Alta
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
La aplicación de la línea de atención telefónica lleva 6 días sin funcionar. He intentado contactar soporte 6 veces y nadie responde ni por correo ni por teléfono.,Queja,Media
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
Llevamos meses esperando.,Reclamo,Alta
Respetuosamente elevo solicitud formal para que se gestione la línea de atención telefónica en el menor tiempo posible.,Petición,Baja
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Media
"Hola, ¿me pueden ayudar con información sobre devoluciones? No sé muy bien a quién dirigirme.",Petición,Baja
"Como usuario frecuente, noto que la carnetización genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
Muy mala atención en trámites académicos.,Queja,Media
¿Cuándo me van a responder?,Petición,Media
¿Por qué no implementan una opción en línea para devoluciones? Ahorraría mucho tiempo a todos.,Sugerencia,Baja
Llevo esperando semanas por el portal estudiantil.,Queja,Alta
"Reclamo formalmente la prestación adecuada de los trámites de matrícula según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
"Hola, ¿me pueden ayudar con información sobre la app móvil? No sé muy bien a quién dirigirme.",Petición,Baja
Propongo digitalizar pagos en línea.,Sugerencia,Baja
Respetuosamente elevo solicitud formal para que se gestione la app móvil en el menor tiempo posible.,Petición,Baja
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
Necesito orientación sobre devoluciones.,Petición,Baja
¿Cómo accedo a el servicio técnico?,Petición,Baja
"Necesito que alguien me explique cómo funciona el proceso de inscripción, nadie me ha dado una respuesta clara.",Petición,Baja
"Fui a realizar el servicio técnico y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
"Sería muy útil que mandaran un correo cuando la app móvil esté listo, así no toca venir a preguntar.",Sugerencia,Baja
El personal encargado de el servicio técnico es muy poco amable y no sabe lo que hace.,Queja,Media
"Hola, ¿me pueden ayudar con información sobre el área de nómina? No sé muy bien a quién dirigirme.",Petición,Baja
Me podrían decir qué documentos necesito para el área de nómina? Gracias de antemano.,Petición,Baja
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
"Me veo en la necesidad de expresar formalmente mi descontento con atención al cliente, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
Ya se pasó el plazo que me dieron para resolver la renovación de documentos y siguen sin cumplir.,Reclamo,Alta
Pésimo servicio en tiempos de entrega.,Queja,Media
Muy mala atención en el servicio técnico.,Queja,Media
"Deberían mejorar la comunicación sobre los turnos de atención, nadie sabe bien cómo funciona.",Sugerencia,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con el proceso de inscripción, requerida con carácter urgente.",Petición,Baja
Sugiero mejorar el proceso de inscripción para mayor eficiencia.,Sugerencia,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar la renovación de documentos, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Media
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Alta
"Elevo propuesta de mejora para la carnetización, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Necesito con urgencia el certificado de pagos del último año. Ya lo pedí hace dos semanas y no ha llegado.,Petición,Media
"Me permito solicitar de manera formal el acceso a la línea de atención telefónica, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Media
"Exijo el cumplimiento de lo acordado en los turnos de atención. Han transcurrido 7 meses sin respuesta, lo cual constituye un incumplimiento contractual.",Reclamo,Alta
¿Por qué no implementan una opción en línea para el servicio técnico? Ahorraría mucho tiempo a todos.,Sugerencia,Media
Muy mala atención en los trámites de matrícula.,Queja,Alta
Mi empleador me pide un documento de devoluciones para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"Buenas, quisiera saber si es posible conseguir un certificado de el área de nómina esta semana.",Petición,Baja
"Sería muy útil que mandaran un correo cuando facturación esté listo, así no toca venir a preguntar.",Sugerencia,Media
"Llevo 6 semanas con este problema de pagos en línea y nadie hace nada, es desesperante.",Queja,Media
"Reclamo formalmente la prestación adecuada de la app móvil según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Requiero certificado de pagos en línea.,Petición,Baja
"Francamente el área de nómina está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Alta
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
Propongo digitalizar los turnos de atención.,Sugerencia,Media
Propongo digitalizar la plataforma web.,Sugerencia,Baja
"Elevo propuesta de mejora para el área de nómina, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
La aplicación de el área de nómina lleva 1 días sin funcionar. He intentado contactar soporte 1 veces y nadie responde ni por correo ni por teléfono.,Queja,Alta
El servicio ha sido muy malo estos últimos meses y además me están cobrando de más. Esto no es lo que contraté.,Reclamo,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con la línea de atención telefónica, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
Pido información actualizada sobre trámites académicos.,Petición,Baja
"Sería muy útil que mandaran un correo cuando los trámites de matrícula esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Nadie contesta el teléfono.,Queja,Alta
Solicito información sobre el área de nómina.,Petición,Baja
Pésimo servicio en la plataforma web.,Queja,Media
"Reclamo formalmente la prestación adecuada de la línea de atención telefónica según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Baja
Muy mala atención en la carnetización.,Queja,Alta
"Me parece que el personal necesita más capacitación, no es la primera vez que me dan información incorrecta.",Queja,Media
¿Cómo accedo a la renovación de documentos?,Petición,Baja
Esto está muy mal organizado.,Queja,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar la carnetización, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Media
Ya se pasó el plazo que me dieron para resolver pagos en línea y siguen sin cumplir.,Reclamo,Media
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Baja
Nunca había tenido que hacer los turnos de atención y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Baja
El proceso es demasiado complicado y genera mucha confusión. Sería mejor simplificarlo para los usuarios.,Sugerencia,Baja
La aplicación de el servicio técnico lleva 7 días sin funcionar. He intentado contactar soporte 7 veces y nadie responde ni por correo ni por teléfono.,Queja,Baja
"Sería muy útil que mandaran un correo cuando el sistema de pagos esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Mi empleador me pide un documento de la plataforma web para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
Exijo reembolso por la app móvil.,Reclamo,Alta
"Francamente la carnetización está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar la carnetización, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
He observado que la carnetización tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Nadie responde en devoluciones.,Queja,Media
La aplicación de el área de nómina lleva 2 días sin funcionar. He intentado contactar soporte 2 veces y nadie responde ni por correo ni por teléfono.,Queja,Alta
Presento reclamo formal por cobro indebido en los turnos de atención. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar la renovación de documentos, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Media
"Estoy muy molesto con el sistema de citas, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Baja
Los adultos mayores tienen muchas dificultades con el sistema de citas. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
"Deberían mejorar la comunicación sobre los trámites de matrícula, nadie sabe bien cómo funciona.",Sugerencia,Media
"Fui a realizar pagos en línea y la asesora me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Baja
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
Incumplimiento grave en la app móvil. Exijo respuesta.,Reclamo,Alta
Propongo más capacitación del personal en el portal estudiantil.,Sugerencia,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de la renovación de documentos para hacerlos más eficientes.",Sugerencia,Baja
Presento reclamo formal por cobro indebido en los turnos de atención. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Media
"Llevo 7 semanas con este problema de la línea de atención telefónica y nadie hace nada, es desesperante.",Queja,Media
"Deberían mejorar la comunicación sobre la plataforma web, nadie sabe bien cómo funciona.",Sugerencia,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar el sistema de citas, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
Me citaron a las 8am para la carnetización y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Baja
Llevo 2 meses reclamando por la renovación de documentos y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
"Elevo propuesta de mejora para el sistema de pagos, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
"Oigan, ¿dónde puedo hacer el trámite de certificados? La página no lo explica bien.",Petición,Baja
"Fui a realizar la carnetización y el funcionario me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Alta
Muy mala atención en trámites académicos.,Queja,Media
Necesito orientación sobre el sistema de citas.,Petición,Media
Solicito información sobre tiempos de entrega.,Petición,Media
"Hago constar mi malestar ante la falta de respuesta oportuna en trámites académicos, situación que se ha prolongado de manera injustificada.",Queja,Media
Incumplimiento grave en atención al cliente. Exijo respuesta.,Reclamo,Alta
"La atención fue muy lenta y el sistema estaba caído, pero al final el funcionario fue amable. Creo que deberían mejorar los tiempos de respuesta.",Sugerencia,Baja
Pido información actualizada sobre la carnetización.,Petición,Media
Pésimo servicio en tiempos de entrega.,Queja,Media
Reclamo formal por el portal estudiantil. Adjunto pruebas.,Reclamo,Alta
"Hola, ¿me pueden ayudar con información sobre tiempos de entrega? No sé muy bien a quién dirigirme.",Petición,Baja
"Elevo queja formal por el trato inadecuado recibido en el sistema de citas, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
"Deberían mejorar la comunicación sobre atención al cliente, nadie sabe bien cómo funciona.",Sugerencia,Baja
Sin respuesta desde hace días sobre facturación.,Queja,Baja
Sin respuesta desde hace días sobre pagos en línea.,Queja,Media
El proceso es demasiado complicado y genera mucha confusión. Sería mejor simplificarlo para los usuarios.,Sugerencia,Baja
"Como usuario frecuente, noto que trámites académicos genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
Llevo 5 meses reclamando por el proceso de inscripción y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
"Elevo queja formal por el trato inadecuado recibido en pagos en línea, el cual no corresponde con los estándares de calidad prometidos.",Queja,Media
"Como usuario frecuente, noto que pagos en línea genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Media
Nunca había tenido que hacer el portal estudiantil y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Media
Sería útil simplificar la renovación de documentos.,Sugerencia,Media
Mi empleador me pide un documento de el área de nómina para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
Llevo 2 meses reclamando por el sistema de citas y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
"No puedo creer lo mal que funciona el portal estudiantil, es una vergüenza para la institución.",Queja,Media
Creo que hubo un error en mi facturación. ¿Podrían verificar y ajustar si es el caso?,Reclamo,Alta
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Media
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Alta
Incumplimiento grave en la línea de atención telefónica. Exijo respuesta.,Reclamo,Media
"Sería buenísimo que mejoraran la línea de atención telefónica, todos los usuarios se quejan de lo mismo.",Sugerencia,Media
Llevo semanas sin poder acceder al portal y nadie me da respuesta. ¿Es esto normal?,Queja,Media
Llevo 1 semanas intentando entender el procedimiento para la app móvil. He revisado la página pero la información está desactualizada.,Petición,Media
Llevo semanas sin poder acceder al portal y nadie me da respuesta. ¿Es esto normal?,Queja,Media
Nunca había tenido que hacer los turnos de atención y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Baja
"Sería buenísimo que mejoraran el proceso de inscripción, todos los usuarios se quejan de lo mismo.",Sugerencia,Baja
Nadie responde en el servicio técnico.,Queja,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre los turnos de atención, conforme a los procedimientos establecidos.",Petición,Baja
"Exijo que me devuelvan mi plata por tiempos de entrega, ya pagué y no recibí nada de lo prometido.",Reclamo,Alta
Respetuosamente elevo solicitud formal para que se gestione los turnos de atención en el menor tiempo posible.,Petición,Baja
Trabajo en el sector y puedo decir que otras entidades han mejorado la renovación de documentos implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
Propongo digitalizar los trámites de matrícula.,Sugerencia,Baja
"Esto es un robo, me cobraron de más en la carnetización y llevan 5 semanas sin devolverme el dinero.",Reclamo,Media
Muy mala atención en tiempos de entrega.,Queja,Baja
Requiero certificado de el sistema de citas.,Petición,Media
El 7 de este mes realicé un pago de más de 500.000 pesos por la plataforma web. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 7 veces sin respuesta.,Reclamo,Alta
El 1 de este mes realicé un pago de más de 500.000 pesos por el proceso de inscripción. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 1 veces sin respuesta.,Reclamo,Alta
"Fui a realizar los trámites de matrícula y el funcionario me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
"Elevo propuesta de mejora para el proceso de inscripción, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
"Elevo queja formal por el trato inadecuado recibido en la plataforma web, el cual no corresponde con los estándares de calidad prometidos.",Queja,Baja
Llevo esperando semanas por el sistema de citas.,Queja,Alta
"Por favor envíenme la información sobre mi trámite cuanto antes, ya debería haber llegado hace días.",Petición,Baja
Llevo 7 semanas intentando entender el procedimiento para el portal estudiantil. He revisado la página pero la información está desactualizada.,Petición,Baja
"Francamente el sistema de citas está muy mal organizado, uno pierde el día entero aquí sin resultado.",Queja,Media
Nadie responde en el área de nómina.,Queja,Alta
Los adultos mayores tienen muchas dificultades con la línea de atención telefónica. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
Llevamos meses esperando.,Reclamo,Alta
"Mediante el presente escrito elevo reclamo por el portal estudiantil, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
"Elevo queja formal por el trato inadecuado recibido en la app móvil, el cual no corresponde con los estándares de calidad prometidos.",Queja,Baja
"Sería muy útil que mandaran un correo cuando tiempos de entrega esté listo, así no toca venir a preguntar.",Sugerencia,Baja
"Necesito que alguien me explique cómo funciona el proceso de inscripción, nadie me ha dado una respuesta clara.",Petición,Baja
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en la línea de atención telefónica, situación que ha generado perjuicios a mi proceso.",Queja,Baja
Soy estudiante de último semestre y necesito tramitar la línea de atención telefónica antes del 2 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
¿Por qué no implementan una opción en línea para la app móvil? Ahorraría mucho tiempo a todos.,Sugerencia,Media
"Reclamo formalmente la prestación adecuada de el sistema de citas según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
"Mediante el presente escrito elevo reclamo por tiempos de entrega, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
Recomiendo revisar los tiempos en facturación.,Sugerencia,Media
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
"Como usuario frecuente, noto que el sistema de citas genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Los adultos mayores tienen muchas dificultades con trámites académicos. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
El 4 de este mes realicé un pago de más de 500.000 pesos por los turnos de atención. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 4 veces sin respuesta.,Reclamo,Media
El personal fue amable pero el proceso tardó cuatro horas para algo que debería durar veinte minutos. Creo que hay algo que mejorar.,Sugerencia,Baja
Propongo más capacitación del personal en el portal estudiantil.,Sugerencia,Baja
Reclamo formal por el sistema de citas. Adjunto pruebas.,Reclamo,Alta
Solicito información sobre pagos en línea.,Petición,Baja
Pésimo servicio en la línea de atención telefónica.,Queja,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Firmé un contrato que garantizaba ciertos estándares en la app móvil. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Media
Presento reclamo formal por cobro indebido en tiempos de entrega. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Alta
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en el portal estudiantil, situación que ha generado perjuicios a mi proceso.",Queja,Baja
"El personal de tiempos de entrega me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, la asesora fue muy grosero.",Queja,Media
Trabajo en el sector y puedo decir que otras entidades han mejorado la plataforma web implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
Sería útil simplificar el sistema de citas.,Sugerencia,Baja
Llevo 6 meses reclamando por devoluciones y nadie me da solución. Voy a poner una denuncia.,Reclamo,Alta
Nunca había tenido que hacer la renovación de documentos y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Media
No han cumplido con los turnos de atención en el plazo acordado.,Reclamo,Alta
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Alta
¿Cuándo me van a responder?,Petición,Media
Me podrían decir qué documentos necesito para facturación? Gracias de antemano.,Petición,Baja
"Oigan, una sugerencia: pongan más personal para la carnetización en las horas pico, siempre hay filas enormes.",Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con devoluciones. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
Nadie responde en devoluciones.,Queja,Media
Llevo 1 semanas intentando entender el procedimiento para trámites académicos. He revisado la página pero la información está desactualizada.,Petición,Baja
Sugiero mejorar el área de nómina para mayor eficiencia.,Sugerencia,Baja
Necesito orientación sobre la línea de atención telefónica.,Petición,Baja
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
¿Cómo accedo a la línea de atención telefónica?,Petición,Media
¿Cómo accedo a los turnos de atención?,Petición,Baja
Nadie responde en pagos en línea.,Queja,Baja
No funciona nada aquí.,Queja,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con trámites académicos, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
"La atención fue muy lenta y el sistema estaba caído, pero al final el funcionario fue amable. Creo que deberían mejorar los tiempos de respuesta.",Sugerencia,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar el sistema de pagos, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con facturación, requerida con carácter urgente.",Petición,Baja
"Me permito solicitar de manera formal el acceso a pagos en línea, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Baja
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Alta
"Mediante el presente escrito elevo reclamo por la línea de atención telefónica, solicitando solución inmediata so pena de acudir a los organismos de control.",Reclamo,Alta
"Oigan, ¿dónde puedo hacer el trámite de tiempos de entrega? La página no lo explica bien.",Petición,Baja
Propongo más capacitación del personal en la carnetización.,Sugerencia,Baja
Nadie responde en la carnetización.,Queja,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar facturación, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
"Sería muy útil que mandaran un correo cuando tiempos de entrega esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Llevo semanas sin poder acceder al portal y nadie me da respuesta. ¿Es esto normal?,Queja,Baja
"Me permito sugerir respetuosamente la implementación de mejoras en el portal estudiantil, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Baja
Mi empleador me pide un documento de la plataforma web para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"No puedo creer lo mal que funciona la renovación de documentos, es una vergüenza para la institución.",Queja,Baja
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en el sistema de pagos, situación que ha generado perjuicios a mi proceso.",Queja,Baja
El personal fue amable pero el proceso tardó cuatro horas para algo que debería durar veinte minutos. Creo que hay algo que mejorar.,Sugerencia,Baja
Nadie responde en pagos en línea.,Queja,Alta
"No puedo creer lo mal que funciona la plataforma web, es una vergüenza para la institución.",Queja,Media
Sin respuesta desde hace días sobre certificados.,Queja,Alta
¿Por qué no implementan una opción en línea para el área de nómina? Ahorraría mucho tiempo a todos.,Sugerencia,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de trámites académicos para hacerlos más eficientes.",Sugerencia,Media
"Me prometieron solucionar pagos en línea en 5 días y ya van 5 semanas, esto no puede seguir así.",Reclamo,Alta
El mes pasado me hicieron un cobro que no corresponde. Quisiera que lo revisaran y si es un error lo corrijan.,Reclamo,Alta
Hace 1 meses tuve un problema con pagos en línea que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
